MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
No,Pediatric,No,No,Pediatric population,1,2,"A Wulff, S Montag, B Steiner, M Marschollek…",CADDIE2—evaluation of a clinical decision-support system for early detection of systemic inflammatory response syndrome in paediatric intensive care: study …,2019,BMJ open,bmjopen.bmj.com,https://bmjopen.bmj.com/content/9/6/e028953.abstract,"https://scholar.google.com/scholar?cites=18079233457734942896&as_sdt=2005&sciodt=0,5&hl=en",508,2020-07-21 11:39:01,HTML,,,2,2,0,5,1,"… This need is even aggravated in our context, because we strive for (1) using an automatic SIRS labelling to train machine learning algorithms, and (2 … we conclude that there is a need for a CADDIE2 trial focusing on validating the CDSS for SIRS and sepsis detection in routine …"
No,Review,No,No,Review,1,2,"A Wulff, S Montag, M Marschollek…","Clinical decision-support systems for detection of systemic inflammatory response syndrome, sepsis, and septic shock in critically ill patients: a systematic …",2019,Methods of information in …,researchgate.net,https://www.researchgate.net/profile/Antje_Wulff/publication/335708926_Clinical_Decision-Support_Systems_for_Detection_of_Systemic_Inflammatory_Response_Syndrome_Sepsis_and_Septic_Shock_in_Critically_Ill_Patients_A_Systematic_Review/links/5d776e1da6fdcc9961bcb7eb/Clinical-Decision-Support-Systems-for-Detection-of-Systemic-Inflammatory-Response-Syndrome-Sepsis-and-Septic-Shock-in-Critically-Ill-Patients-A-Systematic-Review.pdf,"https://scholar.google.com/scholar?cites=12054954217522039111&as_sdt=2005&sciodt=0,5&hl=en",168,2020-07-21 11:39:01,PDF,,,2,2,1,4,1,"… based on the official 2005 IPSCC SIRS criteria for SIRS and sepsis detection in ICU … for prediction of disease seem not to be very common, whereas machine learning approaches are … Resources) as a possible standard (“A FHIR-enabled streaming sepsis prediction system for …"
No,Student report,No,No,Student research report,1,0,A Yin,Predicting Hospital Length of Stay Using Multilayer Perceptron Neural Networks,2019,,ourapps.princeton.edu,http://ourapps.princeton.edu/uploads/190805134315-P-9347.pdf,,213,2020-07-21 11:39:01,PDF,,,0,0,0,1,1,"… Meanwhile, Mao et al. used a machine learning-based sepsis-prediction algorithm known as InSight using just six basic vital signs. They were able to achieve an AUROC curve of 0.92 for the detection of sepsis (Mao et al., 2018) …"
No,Abstract,No,No,Conference Abstract,1,0,A Zacharopoulos,Robust projections registration of multiangle 3D Light Sheet Fluorescence Microscopy datasets in the absence of landmarks,,eventclass.org,,https://eventclass.org/contxt_emim2019/online-program/session?s=PW26,,365,2020-07-21 11:39:01,HTML,,,0,0,0,1,,"… Non-linear multimodal imaging along with machine learning reveals significant differences between PCI and sham group, and between the periportal and … The binary classification based on CARS and TPEF features showed a good diagnostic ability for early sepsis detection …"
No,Not peer reviewed (Thesis),No,No,Thesis,1,0,A Zhan,Towards AI-assisted Healthcare: System Design and Deployment for Machine Learning based Clinical Decision Support,2018,,jscholarship.library.jhu.edu,https://jscholarship.library.jhu.edu/handle/1774.2/59992,,673,2020-07-21 11:39:01,,,,0,0,0,1,2,… Table 1.1: The SIRS criteria (≥ 2 meet SIRS definitions). Non-knowledge-based CDSSs use a form of artificial intelligence called machine learning (ML). Machine learning allows computers to learn from past experiences and 3 Page 19. CHAPTER 1. INTRODUCTION …
No,Not about sepsis prediction,No,No,Out of scop: Cardiology,1,1,"A de Marvao, TJW Dawes, DP O'Regan",Artificial intelligence for cardiac imaging-genetics research,2020,Frontiers in Cardiovascular …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fcvm.2019.00195/full?utm_source=S-TWT&utm_medium=SNET&utm_campaign=ECO_FCVM_XXXXXXXX_auto-dlvrit,"https://scholar.google.com/scholar?cites=16235892679935276259&as_sdt=2005&sciodt=0,5&hl=en",221,2020-07-21 11:39:01,HTML,,,1,1,0,3,1,"… Artificial Intelligence. Artificial intelligence, machine learning, and deep learning are terms that are interlinked, have some overlap but are often incorrectly used interchangeably. AI refers to the overarching field of computer science …"
No,Book chapter,No,No,"Book chapter, review",1,0,AC Chang,Intelligence-Based Medicine: Artificial Intelligence and Human Cognition in Clinical Medicine and Healthcare,2020,,books.google.com,https://books.google.com/books?hl=en&lr=&id=uL3tDwAAQBAJ&oi=fnd&pg=PP1&dq=%22sepsis+prediction%22%7C%22sepsis+detection%22+%22machine+learning%22%7C%22artificial+intelligence%22&ots=vhNgnTRFe6&sig=vWQ3vGR5eWw1ECTblQWtoCBzw2E,,678,2020-07-21 11:39:01,BOOK,,,0,0,0,1,1,… Medicine. He has pub- lished numerous review papers on big data and predictive analytics as well as machine learning and artificial intelligence in medicine. He is on the editorial board of the Journal of Medical Artificial Intelligence …
No,Review,No,No,Review,1,1,"AC Liu, K Patel, RD Vunikili, KW Johnson…","Sepsis in the era of data-driven medicine: personalizing risks, diagnoses, treatments and prognoses",2020,Briefings in …,academic.oup.com,https://academic.oup.com/bib/article-abstract/21/4/1182/5513485,"https://scholar.google.com/scholar?cites=10057984053593122966&as_sdt=2005&sciodt=0,5&hl=en",495,2020-07-21 11:39:01,,,,1,1,0,5,1,Abstract. Sepsis is a series of clinical syndromes caused by the immunological response to infection. The clinical evidence for sepsis could typically attribut.
No,Not ICU (but ED),No,Yes,Not ICU (but ED),1,1,"AD Bedoya, J Futoma, ME Clement, K Corey…",Machine learning for early detection of sepsis: an internal and temporal validation study,2020,JAMIA …,academic.oup.com,https://academic.oup.com/jamiaopen/article-abstract/doi/10.1093/jamiaopen/ooaa006/5819230,"https://scholar.google.com/scholar?cites=15170809521239761036&as_sdt=2005&sciodt=0,5&hl=en",124,2020-07-21 11:39:01,,,,1,1,0,5,1,… Machine learning for early detection of sepsis: an internal and temporal validation study … Temporal validation assessment continued to show the MGP–RNN outperform all 7 clinical risk score and machine learning comparisons. Conclusions …
No,Commentary,No,No,Commentary/Opinion/Editorial,1,2,"AD Stern, WN Price","Regulatory oversight, causal inference, and safe and effective health care machine learning",2020,Biostatistics,academic.oup.com,https://academic.oup.com/biostatistics/article-abstract/21/2/363/5631849,"https://scholar.google.com/scholar?cites=6681059937631157877&as_sdt=2005&sciodt=0,5&hl=en",98,2020-07-21 11:39:01,,,,2,2,1,2,1,… released a discussion paper on a “Proposed Regulatory Framework for Modifications to Artificial Intelligence/Machine Learning (AI/ML … multi-output Gaussian process rnn with real-time validation for early sepsis detection … In: Proceedings of Machine Learning for Healthcare 2017 …
No,Patent,No,No,Patent,1,0,"AE Seely, A Bravi, A Longtin",System and Method for Generating Composite Measures of Variability,2014,"US Patent App. 14/131,081",Google Patents,https://patents.google.com/patent/US20140303453A1/en,,638,2020-07-21 11:39:01,,,,0,0,0,3,6,US20140303453A1 - System and Method for Generating Composite Measures of Variability - Google Patents. System and Method for Generating Composite Measures of Variability. Download PDF Info. Publication number US20140303453A1 …
No,Out of scope: non-septic infection prediction,No,No,Out of scope: Sepsis risk prediction,1,0,"AJ Kalil, VMCH Dias, CC Rocha…",Sepsis risk assessment: a retrospective analysis after a cognitive risk management robot (Robot Laura®) implementation in a clinical-surgical unit,2018,Research on …,SciELO Brasil,https://www.scielo.br/scielo.php?pid=S2446-47402018005017101&script=sci_arttext,,386,2020-07-21 11:39:01,HTML,,,0,0,0,4,2,"… patients with sepsis, much study has occurred on the use of resources related to machine learning models and artificial intelligence, most of … Therefore, considering the importance and complexity of sepsis detection and management, in addition to all of the technological …"
No,Pediatric,No,No,Neonatal population,1,0,"AJ Masino, MC Harris, D Forsyth, S Ostapenko…",Machine Learning Models for Infant Sepsis Prediction.,2018,AMIA,,,,47,2020-07-21 11:39:01,CITATION,,,0,0,0,5,2,
No,Pediatric,No,No,Neonatal population,1,19,"AJ Masino, MC Harris, D Forsyth, S Ostapenko…",Machine learning models for early sepsis recognition in the neonatal intensive care unit using readily available electronic health record data,2019,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212665,"https://scholar.google.com/scholar?cites=3306606808683601477&as_sdt=2005&sciodt=0,5&hl=en",179,2020-07-21 11:39:01,HTML,,,19,19,4,5,1,"… Unlike the previous infant study, we developed our sepsis prediction models using only readily available EHR data in an effort to enhance general applicability. To our knowledge, this is one of only a limited number of studies to investigate machine learning for sepsis …"
No,Pediatric,No,No,Neonatal population,1,0,"AJ Parish, S Banerjee",Predictive monitoring in neonates,2020,Paediatrics and Child Health,Elsevier,https://www.sciencedirect.com/science/article/pii/S1751722220300044,,475,2020-07-21 11:39:01,HTML,,,0,0,0,2,1,"… A continuous automated analysis of trends and patterns through computerized algorithms and artificial intelligence, presented in an easy to understand format, may be … The odds ratio of sepsis prediction for infants with a high HeRO score compared to those with a low score was …"
No,Not about sepsis prediction,No,No,Review,1,0,"AJ Russak, F Chaudhry, JK De Freitas…",Machine Learning in Cardiology—Ensuring Clinical Impact Lives Up to the Hype,2020,Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1074248420928651,,135,2020-07-21 11:39:01,,,,0,0,0,4,1,"… Machine Learning in Cardiology—Ensuring Clinical Impact Lives Up to the Hype. Adam J. Russak, MD , Farhan Chaudhry, MS , Jessica K. De Freitas, BS , Garrett Baron, BS , Fayzan F. Chaudhry, BS , Solomon Bienstock, MD , Ishan Paranjpe, BS , Akhil Vaid, MD , Mohsin Ali …"
No,Patent,No,No,Patent,1,2,"AJ Swiston, TM Patel, L Milechin…",Methods and systems for pre-symptomatic detection of exposure to an agent,2019,US Patent …,Google Patents,https://patents.google.com/patent/US10332638B2/en,"https://scholar.google.com/scholar?cites=13475690416131556708&as_sdt=2005&sciodt=0,5&hl=en",649,2020-07-21 11:39:01,,,,2,2,1,4,1,US10332638B2 - Methods and systems for pre-symptomatic detection of exposure to an agent - Google Patents. Methods and systems for pre-symptomatic detection of exposure to an agent. Download PDF Info. Publication number …
No,Review,No,No,Review,1,0,"AK Teng, AB Wilcox",A Review of Predictive Analytics Solutions for Sepsis Patients,2020,Applied Clinical Informatics,thieme-connect.com,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0040-1710525,,104,2020-07-21 11:39:01,,,,0,0,0,2,1,"… A computational approach to early sepsis detection … of sepsis in the intensive care unit with minimal electronic health record data: a machine learning approach … Multicentre validation of a sepsis prediction algorithm using only vital sign data in the emergency department, general …"
No,Guidelines,No,No,Guidelines,1,0,"AK Yoshihashi, RE Hoyt",Health Informatics Sixth Edition Supplement: Practical Guide for Healthcare and Information Technology Professionals,2017,,books.google.com,https://books.google.com/books?hl=en&lr=&id=HQKCDgAAQBAJ&oi=fnd&pg=PA1&dq=%22sepsis+prediction%22%7C%22sepsis+detection%22+%22machine+learning%22%7C%22artificial+intelligence%22&ots=luVlvMXuo1&sig=Un06fPLbKm7_TUWqNX63z0QSgnU,,642,2020-07-21 11:39:01,BOOK,,,0,0,0,2,3,"… Topics such as Big Data and machine learning algorithms are hot topics in the lay press … Traditionally, machine learning (computer science) and statistical modeling (math and statistics) are taught separately, even though they share a great deal in common …"
No,"Not about sepsis prediction, but nursing",No,No,Out of scope: Health Care Eduction,1,2,AL Jorgensen,"Nurse influence in meeting compliance with the centers for medicare and medicaid services quality measure: early management bundle, severe sepsis/septic shock …",2019,Dimensions of Critical Care Nursing,journals.lww.com,https://journals.lww.com/dccnjournal/Fulltext/2019/03000/Nurse_Influence_in_Meeting_Compliance_With_the.4.aspx,"https://scholar.google.com/scholar?cites=4919608408203468302&as_sdt=2005&sciodt=0,5&hl=en",648,2020-07-21 11:39:01,,,,2,2,2,1,1,Increased mortality has been identified as the sepsis cascade progresses from sepsis to severe sepsi.
No,Commentary,No,No,"Not peer reviewed, webpage",1,434,"AL Kellermann, SS Jones",What it will take to achieve the as-yet-unfulfilled promises of health information technology,2013,Health affairs,healthaffairs.org,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2012.0693,"https://scholar.google.com/scholar?cites=3378463645321455961&as_sdt=2005&sciodt=0,5&hl=en",420,2020-07-21 11:39:01,,,,434,62,217,2,7,Login to your account …
No,Not about sepsis prediction,No,No,Out of scope: Prognosis of critally ill patients,1,27,"AM Alaa, S Hu, M van der Schaar",Learning from clinical judgments: Semi-markov-modulated marked hawkes processes for risk prognosis,2017,arXiv preprint arXiv:1705.05267,arxiv.org,https://arxiv.org/abs/1705.05267,"https://scholar.google.com/scholar?cites=14684700428664876985&as_sdt=2005&sciodt=0,5&hl=en",477,2020-07-21 11:39:01,,,,27,9,9,3,3,"… Proceedings of the 34th International Conference on Machine Learning, Sydney, Australia, 2017 … Markov Mod- els (HMMs), for the entire patient's physiological trajec- tories; applications have ranged from disease progression modeling to neonatal sepsis prediction (Wang et al …"
No,Not about sepsis prediction,No,No,Thesis,1,0,AM Gann,Enhanced Visualization of Magnetic Resonance Brain Tumor Segmnetation Volumes from Deep Automated Models,2020,,search.proquest.com,http://search.proquest.com/openview/6f4e4de4dfa1cd41a913b91e85801d6a/1?pq-origsite=gscholar&cbl=51922&diss=y,,316,2020-07-21 11:39:01,,,,0,0,0,1,1,… 4.1 ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING .....20 4.2 AUTOMATION AND LEARNING .....21 … 4.1 ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING Artificial Intelligence is a field devoted to building and using “intelligent software …
